GeneName,Ensembl,Pathway,ExpressionResults_Sample1.txt,ExpressionResults_Sample10.txt,ExpressionResults_Sample2.txt,ExpressionResults_Sample3.txt,ExpressionResults_Sample4.txt,ExpressionResults_Sample5.txt,ExpressionResults_Sample6.txt,ExpressionResults_Sample7.txt,ExpressionResults_Sample8.txt,ExpressionResults_Sample9.txt
Gene_1436,Ens_1001436,DNA_Binding,8.36593682797667,7.74603139579074,8.11749071908983,8.35163294646408,7.81425423138511,8.98001473846039,9.14066376322725,5.64343346693503,8.01989642026026,8.70950863189293
Gene_1437,Ens_1001437,WntSignaling,7.44166140886449,8.26124066726103,8.66432614525723,6.14783866692672,9.01718616749334,6.45605967726099,8.63220306536283,7.24723712246723,8.64723428007546,6.72758802857817
Gene_1438,Ens_1001438,DNA_Binding,9.51573774892151,8.13775973231621,6.9438667936296,7.45344597565036,8.60284306321642,7.59566299700022,6.58244062986542,8.15625315071848,7.24449929421862,8.72742778676212
Gene_1439,Ens_1001439,Glycolysis,8.56943613800528,7.89010355862332,7.4714443584981,7.87193186237199,6.28033169567977,7.03336062776104,8.41568462489072,9.46214864254723,8.21579606491755,7.15245035063574
Gene_144,Ens_100144,DNA_Binding,6.02541663969881,5.44430559210643,6.35679132147637,7.41736162857496,3.45191874811381,4.8092241718247,5.78436407194583,6.80842083149465,4.69186688984295,6.0753714945214
Gene_1440,Ens_1001440,DNA_Binding,8.56034997319047,8.11579671649918,7.76152182717969,8.28175629261038,7.67386986491635,7.75275474021408,7.9300105765914,8.02045319993156,7.09342604782527,7.89701201796265
Gene_1441,Ens_1001441,DNA_Binding,8.01715335286703,8.33542506265884,8.23082834372643,8.53482664340883,8.31626713408921,8.66988934121679,8.19764261277278,8.06155914443847,9.00420953043217,7.0205020170525
Gene_1442,Ens_1001442,TGFb,6.99552562692377,8.14091684190313,7.91462400656624,9.05815629541234,9.47818056598781,7.82003112996721,7.73270319541621,7.21518721555677,8.87777402838076,6.94650849014539
Gene_1443,Ens_1001443,DNA_Binding,6.25210159823947,8.09295616230639,7.81471349357919,7.97815874374207,7.81384221708024,8.81967858982909,8.76658750959293,8.29607538335478,8.64152691897459,7.32012188207308
Gene_1444,Ens_1001444,WntSignaling,6.34083302163759,9.25674071693351,8.88876133280852,7.74770319722271,7.01237563759217,8.77171151982275,7.33741750108609,9.27288122498333,9.52476146812591,8.76463254230745
Gene_1445,Ens_1001445,DNA_Binding,8.40116043973005,8.60753404869096,8.71930666022788,8.75163220612509,7.43878284336568,6.51835214152634,7.58269348386558,8.39826974312126,5.56059434398563,8.68959243316075
Gene_1446,Ens_1001446,DNA_Binding,8.07826810073821,8.98370870883194,9.61369352322373,8.19108219608459,7.48119584717469,7.85021419608571,8.12044734854709,9.60168317686874,7.0924029473331,9.13061525012501
Gene_1447,Ens_1001447,WntSignaling,9.02939335524697,7.89297975577337,8.32365908298633,6.71651199993134,7.74128246284089,5.77405795306905,8.72493639609702,6.09202606359233,7.95435370416579,8.21703460744971
Gene_1448,Ens_1001448,DNA_Binding,8.34745383424288,7.41856419707615,7.18462155166645,8.29803210155884,7.57569435704171,8.15572695148992,10.1060210483518,7.42206430487594,7.8626404241201,8.36343719838985
Gene_1449,Ens_1001449,Glycolysis,8.84939062542434,8.39583681790101,8.67938644660948,7.75062506771982,7.4298798908175,9.10123178321523,7.60617750697136,7.58135520920097,8.17040287249278,8.17366416613477
Gene_145,Ens_100145,DNA_Binding,6.93599296492136,6.72495498866639,6.57628429561363,5.85108688818287,5.44026734400983,6.48497713280101,5.41426842563008,7.28642055117347,5.71964013263281,6.36263447377747
Gene_1450,Ens_1001450,WntSignaling,8.00308852267272,6.59311043965394,7.61428016729484,8.54692686803669,9.00171291490549,9.22435683461068,7.85855811791787,7.74653703313319,7.29278845387912,9.55374099601711
Gene_1451,Ens_1001451,DNA_Binding,7.92957540657865,8.32362095640621,7.20962500118284,8.6091521629477,8.94591424803413,7.49374771590364,7.95355127895009,7.80558292582456,7.86421426362584,7.0864706561719
Gene_1452,Ens_1001452,Glycolysis,8.62386559567613,8.63023359764282,5.82871225568651,6.44551539199685,8.10445835876372,7.38717761901473,7.48721505630715,9.28047236212245,6.52236066842898,7.30965540618769
Gene_1453,Ens_1001453,DNA_Binding,8.13057593477155,8.01468213404318,7.21315048254064,6.92546003165022,7.27411567883704,7.89151604872519,7.72516593580628,6.75236187707538,6.06941198040224,8.19955703565388
Gene_1454,Ens_1001454,DNA_Binding,7.0048167176767,5.39380387869,8.64503554415187,7.29259052597226,8.68618154367523,8.78783112074969,7.89360316255344,8.12977387249728,8.61535556770944,7.05788453910073
Gene_1455,Ens_1001455,DNA_Binding,7.28294522577163,8.29682454839851,7.49669102534762,8.65398002052395,5.19916283126112,10.0482921005279,8.56398210044304,8.48774686097684,7.63913674947045,8.44062475046418
Gene_1456,Ens_1001456,Glycolysis,9.83579929133497,8.61976312195242,7.97734036718504,8.33078440205163,7.30342430300792,7.27791809285776,9.14825925398039,7.85955444137979,7.45645654293441,8.43692493349781
Gene_1457,Ens_1001457,TGFb,7.38368815210173,7.87479035234257,8.88998736412516,7.30985967452899,7.66472695192133,5.97999243549583,8.2210714017996,6.25694833792803,8.07222601782311,7.00495038479342
Gene_1458,Ens_1001458,DNA_Binding,7.90576495477246,7.29356094240544,9.04131824475888,7.93753715401668,8.00781189838636,8.21631816205048,6.01867079455866,7.03286680205415,7.03913518273709,7.09671351920616
Gene_1459,Ens_1001459,DNA_Binding,8.53667664274528,5.96473415514746,8.04995337413837,9.2117711341636,6.82781461409362,7.02371559600593,7.55306718735151,7.14515651392625,8.1885520556653,7.53916343184184
Gene_146,Ens_100146,DNA_Binding,5.55956887242686,5.62174096776266,6.10775868518291,5.49633139808909,4.69312440918392,6.75779289573317,8.22821351924624,7.08756900711049,7.07219589796235,5.86049313847055
Gene_1460,Ens_1001460,Glycolysis,7.87224931690988,7.0016937540285,9.30638158948359,9.5770232799923,8.52383625003822,6.62807184521896,8.00394663044503,8.32292562058966,8.1095065416921,7.36782767757284
Gene_1461,Ens_1001461,DNA_Binding,8.46086447917733,8.76328033288449,7.24601927952639,7.73604408167913,8.95787642050495,7.98372765990763,8.19319664349069,8.33622963890168,7.83773449791625,7.78594014149379
Gene_1462,Ens_1001462,WntSignaling,8.9944922707696,8.98752894374244,7.94212965756374,6.14711951336051,7.1371608580263,8.1217715232869,7.89043740382471,6.52227008723775,8.72157241190843,8.45894494140872
Gene_1463,Ens_1001463,TGFb,6.09620898865716,8.51900691984246,9.03808480235945,6.26036289898865,6.82439668989231,9.64456637751772,8.61500879612709,9.44892645270822,7.91199948301197,8.46388986932778
Gene_1464,Ens_1001464,DNA_Binding,8.4395693621934,6.50799964814585,8.93592892332987,8.3558395678738,7.57958430581605,6.30370855361921,6.63044990993837,9.32442042448458,7.44948312083956,8.38854472967589
Gene_1465,Ens_1001465,WntSignaling,9.25679818035354,8.56446098365816,6.56136744647616,8.65230413859175,9.05312274913124,8.20298214708407,9.10881249021452,8.22390584420596,6.0273865659853,8.95880635792262
Gene_1466,Ens_1001466,TGFb,10.478554538585,7.87904934734626,6.21113928787823,7.92376418142422,8.91462244538323,8.67151717329423,7.7780954006838,6.59454394200211,9.00099251314062,9.22603621254566
Gene_1467,Ens_1001467,DNA_Binding,8.04047441200734,8.26703356086165,9.00697793559798,9.30505487267866,9.58539088593967,7.9344237356165,10.0987093336838,7.18298634948208,9.66195392967824,9.46227137495987
Gene_1468,Ens_1001468,Glycolysis,9.67134147097304,7.4773918709935,6.93250526517598,9.1260384619218,7.4015403566855,6.63311838610537,8.281294249943,8.35478852271294,8.37634064381923,8.81371289466349
Gene_1469,Ens_1001469,TGFb,7.60537999502001,9.05782103311294,7.62998165339225,7.74444855159977,6.41261184813839,8.40564975438322,7.98533027088991,7.26492556035447,7.90802164128223,6.81635799861966
Gene_147,Ens_100147,Glycolysis,7.42588507559541,6.59908746713525,5.8375849833606,6.26488463184239,5.69819111098054,4.37497317646979,5.05125398171209,7.24219691856051,6.7974839784496,5.57964228361451
Gene_1470,Ens_1001470,WntSignaling,8.09348432960737,7.17727910561817,7.20745648864219,8.10817943633159,8.69761739409308,7.14559861896043,7.15190137404158,8.79074982763501,8.88635525588011,6.98538984946874
Gene_1471,Ens_1001471,Glycolysis,7.67354498292334,8.41087312921794,6.42760762336299,8.59714138169218,6.76711664472194,7.45898498973114,9.36055845010517,8.1186431875703,9.97865121093614,7.37844627903659
Gene_1472,Ens_1001472,Glycolysis,8.67937278408184,6.50390511891468,7.78162673298337,7.31294499951727,8.08820629929427,6.55985621469375,6.26060104906555,8.73132348387743,8.69239177869835,7.83841368566242
Gene_1473,Ens_1001473,DNA_Binding,7.88741714512703,6.90038293859376,7.13604615956952,9.85587633026763,7.62099395510334,10.1985208489877,8.61940668754805,7.33537845431413,8.59416817781999,8.61218990984247
Gene_1474,Ens_1001474,DNA_Binding,7.32466130344972,8.72887557502485,8.31401963174087,6.6855951536586,6.66628737654649,8.24299902109049,9.65120724879021,8.10932516144575,8.51240274515103,7.7073872785568
Gene_1475,Ens_1001475,Glycolysis,8.30963861529988,8.23881832094857,8.72908928061567,9.24077418273522,10.4710626050443,7.15640212267223,8.5669845206677,8.44226335733269,8.48249929049604,8.60667428485898
Gene_1476,Ens_1001476,DNA_Binding,7.9093373015448,8.25900111885493,8.41917071220661,6.28156516007055,7.3374815715011,6.4928904503704,8.29046692457492,8.97665625977032,6.96807474390258,7.82465665902004
Gene_1477,Ens_1001477,DNA_Binding,8.11542036265756,8.79805376731188,8.51681963963893,8.38796493002551,8.10875691718187,8.09525294190571,9.28349321981001,9.42778719358977,9.80712376586504,7.26913440800566
Gene_1478,Ens_1001478,Glycolysis,8.70255357752068,7.15908838387679,7.88222112563829,10.1411480566056,7.67587856072559,7.45272265797779,8.14137695745003,8.03489930420331,7.46354403014102,7.03425748955085
Gene_1479,Ens_1001479,DNA_Binding,8.56546800541849,9.50935033797542,6.54739981657763,8.66439383620761,8.9007927412208,7.63651332223519,8.38357038304083,7.88483555129748,8.78669830443976,7.1568046976153
Gene_148,Ens_100148,TGFb,5.49284605612517,6.31750925884703,5.84916866029444,4.85858405937279,5.66874844508258,6.06534144328146,5.34793402602768,6.78190958268043,6.32280687910717,4.46964310934421
Gene_1480,Ens_1001480,DNA_Binding,8.46985005118184,9.19838423766331,7.48929737074903,6.43788112333592,9.01010416892539,7.18779706904404,6.88769623369792,8.25205433143833,8.31837571869726,7.55568444958364
Gene_1481,Ens_1001481,TGFb,9.07954639370646,9.03848671532393,7.74055993185416,7.9580153736382,7.72857518539125,8.60221725289821,7.86053359206948,8.5571043701452,7.03950623740388,10.3548482187388
Gene_1482,Ens_1001482,DNA_Binding,7.25635107279816,7.74660895509291,6.40464595183262,9.55105891436948,7.25953823246223,8.23421616509448,7.77548021958055,6.82177637904916,7.99356484413896,7.29223942768027
Gene_1483,Ens_1001483,TGFb,9.07091347687235,7.58307170058394,9.49990387697105,7.66213667160513,8.16306777358669,7.57742326397207,8.44446710078454,7.38250004352672,6.17142321675136,7.40189237632105
Gene_1484,Ens_1001484,DNA_Binding,8.39669722706937,8.05472000790922,7.14291337332465,8.48528291599388,6.93021049927425,9.62980682969065,8.18766560774576,9.00601823444429,9.33381936007809,7.2494425046087
Gene_1485,Ens_1001485,Glycolysis,8.44478835681067,7.69271381694784,8.62965872402335,8.0996076137801,8.04915323784381,7.27809068326913,7.91328136360997,8.05007377018046,7.0408197031929,7.20205804273581
Gene_1486,Ens_1001486,TGFb,7.34664084167718,8.54678824011817,8.97512144267102,8.99539614888188,9.51499703077752,9.19858045167672,10.5365460995551,7.15028589876413,9.9832625473352,8.24792710849157
Gene_1487,Ens_1001487,DNA_Binding,8.2028177006895,7.74443715521203,8.76641282682987,6.27827236559299,7.31978535239651,8.15913271797286,4.48795862716479,7.19275512225012,8.4253604968994,6.76023348905735
Gene_1488,Ens_1001488,Glycolysis,7.28326067875635,7.77233722517098,6.98426987659368,8.25331681590977,8.38461675048047,8.5838579150373,9.79236569728059,6.90568455878613,7.16687340172269,8.44788172794573
Gene_1489,Ens_1001489,DNA_Binding,8.83226953535519,7.32094485247689,7.17531174270196,9.70918960005521,8.51691892271225,8.11535307552838,7.20217927540612,8.49389758197093,8.78936418151229,7.06140060190832
Gene_149,Ens_100149,WntSignaling,4.98282686092298,5.66553832627782,4.97591860942075,3.72512089951367,5.76165322094992,5.60909776704275,3.67449553378147,4.8639715005497,4.72922532959463,4.97590347534295
Gene_1490,Ens_1001490,DNA_Binding,7.27500654599344,6.38479889611316,8.12068286938359,6.09126615585967,8.28187668683392,7.95076520215837,5.65829819011095,8.37123353371605,9.0988232114215,8.14082522672178
Gene_1491,Ens_1001491,DNA_Binding,6.64925033695276,9.83435037158141,7.68965616095744,10.3305895840224,6.61566342560747,8.3357688063568,7.59586698197963,7.57365140098052,7.80250878031002,7.45737762148454
Gene_1492,Ens_1001492,DNA_Binding,8.72801833109967,8.83364924406405,7.7992314492677,8.32746262110705,9.55186492386633,7.88581358184396,6.5484697128688,6.27828054111373,7.92952222558721,7.03988793236895
Gene_1493,Ens_1001493,Glycolysis,10.1426653882826,9.10266233025718,7.83257864918655,8.03820205227369,8.13712029606212,8.13182482388448,7.36003839037772,7.75611937343916,6.9952437316236,9.20780074881354
Gene_1494,Ens_1001494,DNA_Binding,8.08755101176393,8.38464097339293,7.69090573907165,8.01641888703321,8.06211210906305,7.69353288118405,7.44205262035896,7.75750073607135,8.09186016278798,7.89525801799197
Gene_1495,Ens_1001495,DNA_Binding,6.55198074722175,8.59047480725248,8.76193511311522,7.01277476557788,7.83462548809362,8.2948387607651,7.66294451737971,8.85037085168003,8.68272899939349,8.72835809718909
Gene_1496,Ens_1001496,DNA_Binding,8.06668642076035,7.86919545304389,8.13512566205075,7.98422192290991,7.40705343854507,9.24783945571915,9.3145410817125,7.21720735028286,8.53773288472221,6.62670581562004
Gene_1497,Ens_1001497,DNA_Binding,6.6777764653037,5.2776067963653,9.01010719880335,6.3556301684412,7.24600898566585,8.78733211757662,9.67545816302252,7.43907948952572,7.45937546898838,7.93468260921993
Gene_1498,Ens_1001498,Glycolysis,9.07732734554293,5.38338590904449,8.07707886009582,6.26717371605763,7.75969095953942,8.21471974160121,8.74153248613183,6.97908051146165,8.33331731377844,8.47393096764154
Gene_1499,Ens_1001499,DNA_Binding,8.17549346665354,8.5291367365271,7.52867198681162,6.6173137479173,7.66269870346481,7.3294857404326,8.63290449502496,7.02152551043686,5.68724150278037,7.1504481638557
Gene_15,Ens_10015,DNA_Binding,5.89963181759547,3.89760683946164,5.81919013173967,5.93285269069787,7.10994492977407,6.52218374255609,6.99508142177006,5.94135269597453,5.58687758521512,6.16239617941421
Gene_150,Ens_100150,DNA_Binding,5.27189691292887,7.49693524629562,3.91047794222703,6.29776671780783,7.46596878115662,7.40159263856843,7.18666029294696,6.93554645120419,5.45083431610508,4.81699072978454
Gene_1500,Ens_1001500,WntSignaling,9.4103688030714,7.19598611711299,8.13069823649233,5.35679066659729,7.73829235914909,8.34921926644646,8.30506556117003,8.79188021503007,7.00947768421799,7.27054425662947
Gene_1501,Ens_1001501,Glycolysis,3.19444040053234,3.64562030201667,3.39162214820707,3.85906432536591,2.13464222055078,1.3163646402101,2.42596364822066,4.74341253000503,2.88196469715148,2.83548331390393
Gene_1502,Ens_1001502,TGFb,4.49620974584017,2.73909375125869,2.88440363067553,4.31584108134256,2.64068514104613,1.45413976127401,2.5542795337996,3.47328842961906,2.98285257567533,2.41380448135318
Gene_1503,Ens_1001503,DNA_Binding,3.83389482830641,1.11367761547533,4.60629045943012,3.54296324810169,4.19293476212954,2.69262228726243,1.57856364888579,2.00160879289584,3.30695588869836,2.84714336202199
Gene_1504,Ens_1001504,DNA_Binding,2.69798567046509,3.59670906658926,2.15288791957171,1.67618212354866,2.20552745984503,3.75159021231513,2.10387751724043,3.74861807494927,4.13167361739629,2.95581936667552
Gene_1505,Ens_1001505,TGFb,2.95495257056407,2.07395309644851,1.4651230871132,3.05330759185717,4.00227826085116,3.25849539776437,3.08893356064184,2.46650022646621,4.70740583476743,1.47728695517472
Gene_1506,Ens_1001506,DNA_Binding,4.56814659288725,3.36107268225826,4.53438795003973,2.7113323180588,3.01386895756246,2.05936673387635,4.33402140980753,4.13202265948068,4.48621317684728,5.0192345631656
Gene_1507,Ens_1001507,Glycolysis,2.53614283153662,2.29934018110541,2.12459687545599,3.41734918904212,2.41462136965203,3.35750262107527,2.85742038630597,-0.103050382680316,3.29641749162088,4.02070655598767
Gene_1508,Ens_1001508,DNA_Binding,3.89624801334497,2.36912828276775,3.47013303076844,3.0712152028386,2.48392323598963,2.22973029191599,2.93678842528924,3.07632009691676,3.85970651812328,2.10516312211892
Gene_1509,Ens_1001509,Glycolysis,3.13753094713105,4.43245840823146,3.40609714898542,3.32925336784244,3.96018758197365,2.83903779993787,3.08034957728064,2.20400295182249,2.73270373671992,2.94073610315056
Gene_151,Ens_100151,DNA_Binding,6.46059785237483,5.98561709936017,6.40196188983001,6.07499340928061,5.69448178395642,5.77652838752208,6.18112877861383,6.44524083309243,5.86819681848246,5.11675004128444
Gene_1510,Ens_1001510,TGFb,1.6040828519855,6.05669410237816,1.82314068114924,4.68413146695082,1.73714388344929,3.06829167292486,2.23191629494886,2.16513567021447,4.33041555776585,2.06171185242355
Gene_1511,Ens_1001511,DNA_Binding,3.5987672600521,3.8170122852252,3.18258862020623,2.75910480815796,2.75190186995524,3.09022914394091,2.55615272237894,1.84633118848052,4.77976426601986,2.76157682770185
Gene_1512,Ens_1001512,DNA_Binding,2.53274035046707,3.99075762526177,2.96806953730809,1.65447527281702,5.61044204318347,2.26043205937131,1.78349712089934,2.59735680769591,2.22192686814928,2.96887658057046
Gene_1513,Ens_1001513,TGFb,2.72454566192506,3.45321732963078,1.64336689725137,2.67166450923478,3.62682239514658,3.30855003394059,1.5637859012501,3.6731813271449,3.85982635479565,2.33391186497669
Gene_1514,Ens_1001514,DNA_Binding,3.04186236960777,1.51848684559817,3.80782616425095,2.15592619286836,3.17987051416926,2.36899375278651,2.07434822250911,2.32469041531788,2.71973814712617,2.73326797700635
Gene_1515,Ens_1001515,DNA_Binding,5.42004330483512,3.33910038050652,3.66264036168497,1.18621333217379,3.94359998269565,4.27977058965619,2.40180139091588,1.75954255888389,3.07941061825877,2.2633597968776
Gene_1516,Ens_1001516,TGFb,3.94411250657096,4.46366328804102,1.48019650082924,1.37101083415375,1.46717218816983,3.26194319188806,2.37449463162582,4.8864561630041,3.81700383851696,1.47598347132122
Gene_1517,Ens_1001517,DNA_Binding,3.27079689983034,5.73838167741634,3.98937653729119,2.17246117842816,2.75114453859373,1.53983211060113,3.16818635668705,2.01470950086195,1.92144038116945,3.76727615194587
Gene_1518,Ens_1001518,Glycolysis,3.48908443316059,2.87157400590025,0.737656655471533,3.68424021692157,2.97878529817765,2.31594264968046,1.45026092811956,3.7333690906124,4.30264341021084,2.93369051728995
Gene_1519,Ens_1001519,Glycolysis,3.48773569453549,4.10416833968069,3.52922526604055,3.25428299241649,2.38194712368152,3.36499455113631,3.16640224542774,2.1892627705105,3.77154834837304,3.89120095645767
Gene_152,Ens_100152,TGFb,3.87770066061964,5.52276861432012,5.60158682048931,5.92091756038902,6.92452896718535,6.20731989836877,5.08570608182055,6.03691255529574,5.64265413907991,5.09282267244775
Gene_1520,Ens_1001520,Glycolysis,3.19256905410662,3.39620105337628,2.84597769935106,4.68891615053535,1.32205851500906,2.0637233703107,5.14922357950997,3.18931991733355,4.00909209198205,1.59457208292979
Gene_1521,Ens_1001521,Glycolysis,2.62318198767107,1.87133294908386,2.95179579796645,1.0667268282032,3.68281208556204,3.65597492636678,3.79268231416501,2.47919200359766,3.57824008213558,2.36788381693289
Gene_1522,Ens_1001522,DNA_Binding,2.91656138795929,2.26914198076889,3.11766891683624,2.79398131548222,2.72207911559249,3.28214041541105,4.69839555237124,0.779118083039816,1.69822532200829,4.14368530420433
Gene_1523,Ens_1001523,DNA_Binding,1.94754853109451,3.19125002878933,4.18933366705983,2.06496310948027,2.67480997705859,4.76906639566791,2.93786266724152,3.23991109441579,3.46552608777887,4.05978349291556
Gene_1524,Ens_1001524,DNA_Binding,3.16444545709569,4.93375408016153,1.84174213202407,3.82448527459839,3.56020231606164,1.93943101333956,2.5948540074483,2.55016319423965,1.75221239227328,2.36594677937003
Gene_1525,Ens_1001525,DNA_Binding,4.34059581427349,3.83556124301495,2.99464363680269,1.96374673332661,2.02035220959305,3.14287019134431,3.44523176642733,3.70900737243568,3.3801553052041,2.93686580114357
Gene_1526,Ens_1001526,DNA_Binding,2.30096743962372,2.87065444246707,2.1781102764522,3.032417946148,1.91620420885978,4.63189461865184,2.56286201365194,2.93405259408501,1.62728970658797,2.88059700428255
Gene_1527,Ens_1001527,Glycolysis,2.71646679921982,4.52087145462674,2.00604869565222,2.00300205863488,3.16293145926902,2.37930540489102,1.92157479343634,3.04154426783012,3.81064948033633,3.09194539919096
Gene_1528,Ens_1001528,DNA_Binding,3.14400082036311,2.92909580201688,2.96683705857601,4.50099376500463,2.04442810764418,2.70842426337462,3.52976737603778,2.40841763325059,3.51029673954889,3.29289169994935
Gene_1529,Ens_1001529,Glycolysis,3.65370352268602,3.29497743770472,3.72770839935457,3.37647559191193,3.66277933547014,4.53077150068757,3.5982128350646,2.59804580952662,2.68850950639605,2.17415237201313
Gene_153,Ens_100153,DNA_Binding,4.84336423207967,5.73444033601757,6.33011235958029,3.77043892912208,5.65477949268288,6.51279527719458,7.0664603346043,5.46121577186789,5.56021061054503,7.83956153685414
Gene_1530,Ens_1001530,TGFb,2.39853707884796,3.00607725538128,2.11753352041089,2.59303731932505,3.4617009042838,1.89771918871149,3.36966780492254,2.46719175265948,2.93422414151417,2.52802873938824
Gene_1531,Ens_1001531,WntSignaling,2.55071612675642,4.99261066774119,1.97771122319364,2.32088049929728,2.89781919668845,3.72314861426093,2.28307817060679,3.48340198534082,2.0392961131442,4.09664720406521
Gene_1532,Ens_1001532,DNA_Binding,5.29814125901081,1.64124742750571,3.89901308422047,1.01885752368027,3.03555418554799,1.96942530501179,2.10944373445357,4.05955943034454,3.85030888109925,4.21495959139816
Gene_1533,Ens_1001533,DNA_Binding,3.08065696459276,2.84804542393912,1.81781732677915,3.21203546295291,4.06023636241064,1.33915937027578,5.04346534771931,3.1082982751097,4.14523195408838,1.88674474664601
Gene_1534,Ens_1001534,DNA_Binding,2.18171074022917,2.84819771461756,3.17128428334802,2.6723845144406,3.7790695817905,5.03388557172261,1.03985768298184,2.89279698159358,2.37428809336476,3.99585523655598
Gene_1535,Ens_1001535,DNA_Binding,0.81333254379618,3.33906127535148,3.82776139674069,2.63903147865868,4.3878115052632,2.17953599329991,2.385104262765,2.42022438844069,2.49144407829776,1.13283505285513
Gene_1536,Ens_1001536,Glycolysis,2.38783292850078,2.08120290805215,2.86998668853055,3.02213328463128,2.93604253963903,3.84543375449745,3.42949037174606,3.82286237318984,1.96314834043045,2.67583286590621
Gene_1537,Ens_1001537,DNA_Binding,4.0064690582781,4.29768893999749,4.58741457864373,3.85159408341233,2.37964119142405,1.31299393969863,2.10201992474311,2.80112523648786,2.46781015008244,4.19639311680363
Gene_1538,Ens_1001538,TGFb,3.81536660538838,4.53021703106921,2.71634939526724,4.46150412333541,3.80804674195571,3.47472354120834,2.47621337647191,3.28758505257069,1.60501544806823,4.186220377684
Gene_1539,Ens_1001539,Glycolysis,2.57616981596782,1.93313519159745,2.42336047928202,3.6134890380245,2.77984437414323,3.14320036826278,0.735386607286375,4.39069313004312,3.33472710561143,2.40157797903513
Gene_154,Ens_100154,Glycolysis,4.50540277006712,6.04869650624025,5.7939607787499,5.60074282292533,4.22794644005299,8.11427763731451,6.45818371618074,8.0061899084892,7.67652875541627,5.96149307219899
Gene_1540,Ens_1001540,DNA_Binding,4.86285776183651,3.95518437611211,2.24380474195667,3.11808582680713,3.6488355144634,2.39649040841007,3.87049683126374,2.0159789220863,2.54655080376535,3.78939454064386
Gene_1541,Ens_1001541,DNA_Binding,2.42754914193623,3.4449373568112,3.31186735539208,2.95112742586678,3.48691296053968,3.76003265782816,2.70168546612775,4.22903556571559,3.07072052449033,3.64909267032627
Gene_1542,Ens_1001542,TGFb,3.81906882854501,4.4748486703402,3.50844644249985,3.74394915997853,3.7134973818153,2.45603291645882,2.17523135013114,2.47947846286469,2.06517072911343,1.92278532105304
Gene_1543,Ens_1001543,DNA_Binding,1.88193698858669,4.02595261932316,3.42612785430746,3.10965319078648,3.55138427409009,2.60095705005231,1.93009197520386,2.20582509920024,3.72710601295688,2.18510378937703
Gene_1544,Ens_1001544,Glycolysis,3.18244548420799,1.67023616919207,3.80759126741425,2.75947434245231,2.06573265862837,3.82949075647193,3.54937215290848,1.79961665855868,3.68942591895694,2.31359329370548
Gene_1545,Ens_1001545,WntSignaling,2.36999602181673,2.93346019255427,2.26975473958336,2.5188060177747,2.01177213734833,4.16266030369353,1.7230217117347,2.24617625074147,3.67101155783755,3.80320748240022
Gene_1546,Ens_1001546,WntSignaling,2.44051128854477,1.21281841885742,1.92629959984818,2.60637933327129,2.77698236448911,3.50839580833224,0.567308429297682,5.10228826234412,3.30698742414293,2.57077754756115
Gene_1547,Ens_1001547,WntSignaling,3.67490616595442,1.73985313799178,2.92243061688456,2.11888813748715,1.97228339199216,3.79516934119041,3.93992688263047,3.49958120886441,1.95374835866044,3.13267504173216
Gene_1548,Ens_1001548,WntSignaling,3.58826984835167,2.27310836841452,3.58814743952086,4.14949042184539,3.6248537021224,2.76692038784793,2.90649877751627,1.90821756195893,2.01995209826936,4.74544514008714
Gene_1549,Ens_1001549,WntSignaling,3.40607888048162,1.92533487443277,1.59313025230891,3.08921579097478,2.7836399193366,1.07618789128901,2.63355776995677,1.66628920156196,4.87776518021167,3.90835461906936
Gene_155,Ens_100155,Glycolysis,6.86587518870382,6.2859510482321,6.3823280540276,5.68400493910111,5.77236801285198,6.56430872704601,4.99605088427597,5.20132820743086,5.36231330817229,6.39856389907792
Gene_1550,Ens_1001550,DNA_Binding,2.15141916914356,2.56918884517031,1.92957346264886,2.7183542214623,2.16426024245575,4.31751048376783,3.70577274171155,4.16497165102664,3.26559079887246,3.98963691482916
Gene_1551,Ens_1001551,WntSignaling,4.00978387234025,2.06718269083545,2.97724927074859,1.29824260291993,3.46994591567364,5.09135106409171,2.35151554883405,3.47219614921562,3.65064526052972,2.26337644780529
Gene_1552,Ens_1001552,TGFb,4.72459365175569,4.02516611789412,1.76859877908561,3.03068631134042,3.25797536121876,4.12833208422088,4.07474999623062,2.17214320161412,2.95088675246885,2.59042811918272
Gene_1553,Ens_1001553,Glycolysis,2.79929209679967,3.204047857253,3.53905164271656,2.45914415154441,3.71547990983493,3.62924262937333,2.32115723076939,1.9373285905803,3.2381133354481,3.5093011801742
Gene_1554,Ens_1001554,DNA_Binding,3.07038440640372,2.78154522883014,4.20236561076802,3.6335218119205,2.77638617443534,2.55873648276313,3.48126615485117,1.09914687976047,5.28568477520741,4.00928207475012
Gene_1555,Ens_1001555,DNA_Binding,2.48975414397651,3.90578319077069,2.90364054162748,2.75642687952234,3.87814792696532,2.91900786084183,1.15563602751261,4.21304543427378,2.65523406569536,2.28951799593203
Gene_1556,Ens_1001556,Glycolysis,3.99062373915631,3.20036196518952,2.13732416739173,3.63936324272407,2.68778610134152,3.6832714251859,3.44645074066512,3.5796621580939,3.07764678089531,2.94390909696174
Gene_1557,Ens_1001557,DNA_Binding,3.12480709255389,2.656351100965,3.49591695738005,3.53514294526821,2.79939054353324,4.05487259973446,4.21095372555251,5.47879076489887,2.80770649054509,0.676726299171273
